time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal
1687118277.508445688s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.540751358s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.571986039s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.604829704s,28.25,27.25,27,26.1875,27.25,26.375
1687118277.636121384s,28.25,27.25,27,26.1875,27.25,26.375
1687118277.668231056s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118277.700648725s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118277.732184403s,28.25,27.1875,27,26.1875,27.25,26.375
1687118277.764406074s,28.25,27.1875,27,26.1875,27.25,26.375
1687118277.796519746s,28.25,27.1875,27,26.1875,27.25,26.375
1687118277.828777417s,28.25,27.1875,27,26.1875,27.25,26.375
1687118277.860387094s,28.25,27.1875,27,26.1875,27.25,26.375
1687118277.892655764s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.924662437s,28.25,27.25,27,26.1875,27.25,26.3125
1687118277.956514112s,28.25,27.25,27,26.1875,27.25,26.375
1687118277.988552785s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.020175462s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.052157135s,28.25,27.1875,27,26.1875,27.25,26.375
1687118278.084768802s,28.25,27.1875,27,26.1875,27.25,26.375
1687118278.115938484s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118278.148218154s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118278.180184828s,28.25,27.1875,27,26.1875,27.25,26.375
1687118278.212771495s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.244738169s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.276641843s,28.25,27.1875,27,26.1875,27.25,26.375
1687118278.308639516s,28.25,27.1875,27,26.1875,27.25,26.375
1687118278.340281193s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.372283866s,28.25,27.25,27,26.1875,27.25,26.375
1687118278.404878533s,28.25,27.25,27,26.1875,27.25,26.3125
1687118278.436051215s,28.25,27.25,27,26.1875,27.25,26.3125
1687118278.468746881s,28.25,27.25,27,26.1875,27.25,26.3125
